adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/stmYfCUGd8Iy6kAMBr6AmWqx8Bq.jpg,"{'id': 720879, 'name': 'Sonic the Hedgehog Collection', 'poster_path': '/1qtAVIWnx4vxmFEnZ3fDDbtMt8o.jpg', 'backdrop_path': '/ggDVF2DhqIQjJI0zUqsWMS2WTcF.jpg'}",85000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://www.paramountmovies.com/movies/sonic-the-hedgehog,454626,tt3794354,['US'],en,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",8.186,/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,"[{'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}, {'id': 10644, 'logo_path': '/ocLZIdYJBppuCt1rhYEb2jbpt5F.png', 'name': 'Blur Studio', 'origin_country': 'US'}, {'id': 77884, 'logo_path': '/dP2lxVNctD5Cried0IWVqgrO2o9.png', 'name': 'Marza Animation Planet', 'origin_country': 'JP'}, {'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 113750, 'logo_path': '/A3QVZ9Ah0yI2d2GiXUFpdlbTgyr.png', 'name': 'SEGA', 'origin_country': 'JP'}, {'id': 168701, 'logo_path': '/vWdZFT4V64CCv12D10m44duQjyg.png', 'name': 'SEGA of America', 'origin_country': 'US'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-02-12,319715683,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A whole new speed of hero.,Sonic the Hedgehog,False,7.298,10134
False,/tintsaQ0WLzZsTMkTiqtMB3rfc8.jpg,,22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",https://www.miramax.com/movie/the-gentlemen,522627,tt8367814,['GB'],en,The Gentlemen,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",8.1413,/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 2900, 'logo_path': None, 'name': 'Toff Guy Films', 'origin_country': 'GB'}, {'id': 210118, 'logo_path': None, 'name': 'Coach Films', 'origin_country': 'GB'}, {'id': 47729, 'logo_path': '/bAxh897TGgdR0Py6wdd0UuE147Z.png', 'name': 'STXfilms', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-01-01,115171795,113,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Criminal. Class.,The Gentlemen,False,7.669,6274
False,/dIibeeq4QMay5bTJ2vjr72IFFRo.jpg,"{'id': 589755, 'name': 'The Last Warrior (Collection)', 'poster_path': '/rEPhPb8mDomtmn6tHr3vE9QutkB.jpg', 'backdrop_path': '/d44L2oJMZOw8nGxbyg8wo2ftwUu.jpg'}",8400000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,589754,tt13606158,['RU'],ru,Последний богатырь: Корень зла,"Peace and tranquility have set in Belogorie. The evil was defeated and Ivan is now enjoying his well-deserved fame. He is surrounded by his family, friends and small wonders from the modern world that help him lead a comfortable life. Luckily, he has his Magic Sword to cut a gap between the worlds to get some supplies quite regularly. But when an ancient evil rises and the existence of the magic world is put to danger, Ivan has to team up with his old friends and his new rivals. They will set out on a long journey beyond the known world to find a way to defeat the enemies and to return peace to Belogorie.",7.8381,/5VJSIAhSn4qUsg5nOj4MhQhF5wQ.jpg,"[{'id': 42877, 'logo_path': '/15THT1W3NROsbDXPbrcmWFVkrSv.png', 'name': 'Yellow, Black & White', 'origin_country': 'RU'}, {'id': 101999, 'logo_path': None, 'name': 'The Walt Disney Company CIS', 'origin_country': 'RU'}, {'id': 76049, 'logo_path': '/tam9pIV4QK1ZPwdxBgtVkK1WTYC.png', 'name': 'Cinema Foundation of Russia', 'origin_country': 'RU'}, {'id': 69587, 'logo_path': '/u0Jy8wJ05m3MZCNiba1EXgf0zoK.png', 'name': 'Russia-1', 'origin_country': 'RU'}, {'id': 114676, 'logo_path': '/aVsos0RDN9Ib7H8nW5Vv5kHKykz.png', 'name': 'START Studio', 'origin_country': 'RU'}, {'id': 71928, 'logo_path': '/7M6z2jX570P3HzNQULCTjlZcXkB.png', 'name': 'All Media A Start Company', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2020-12-24,27658331,120,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Last Warrior: Root of Evil,False,6.753,198
False,/ZLD4pjmMLt9I3t1a7SFJBekIh1.jpg,,21000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 37, 'name': 'Western'}]",https://www.focusfeatures.com/let-him-go,596161,tt9340860,"['US', 'CA']",en,Let Him Go,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.",7.7393,/EsLZoT8oHhQlGd1QpdbnvnwTzO.jpg,"[{'id': 69686, 'logo_path': None, 'name': 'The Mazur Kaplan Company', 'origin_country': 'US'}, {'id': 10146, 'logo_path': '/xnFIOeq5cKw09kCWqV7foWDe4AA.png', 'name': 'Focus Features', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-11-05,7997460,114,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Fight for family.,Let Him Go,False,6.815,730
False,/sJjuXNHNT7PfzcgkqM3oSIkVOXB.jpg,,90000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]",https://www.scoob.movie/,385103,tt3152592,['US'],en,Scoob!,"In Scooby-Doo’s greatest adventure yet, see the never-before told story of how lifelong friends Scooby and Shaggy first met and how they joined forces with young detectives Fred, Velma, and Daphne to form the famous Mystery Inc. Now, with hundreds of cases solved, Scooby and the gang face their biggest, toughest mystery ever: an evil plot to unleash the ghost dog Cerberus upon the world. As they race to stop this global “dogpocalypse,” the gang discovers that Scooby has a secret legacy and an epic destiny greater than anyone ever imagined.",7.684,/jHo2M1OiH9Re33jYtUQdfzPeUkx.jpg,"[{'id': 25120, 'logo_path': '/lqUpBvDLQYG3QaKNpe2lxfpgh36.png', 'name': 'Warner Animation Group', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ingPVoHnINIrFR7WHmYux1f5pES.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 507, 'logo_path': '/aRmHe6GWxYMRCQljF75rn2B9Gv8.png', 'name': 'Atlas Entertainment', 'origin_country': 'US'}, {'id': 436, 'logo_path': '/A7WCkG3F0NFvjGCwUnclpGdIu9E.png', 'name': '1492 Pictures', 'origin_country': 'US'}, {'id': 2787, 'logo_path': '/uPqyNmCYnjBUXadIa7JmglQ59Y8.png', 'name': 'Reel FX Creative Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2020-07-08,28600000,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Mystery loves company.,Scoob!,False,7.005,1764
False,/eAIHqfS3kXm7kZl4j7ZBfdegyEz.jpg,"{'id': 14890, 'name': 'Bad Boys Collection', 'poster_path': '/iB59poJBofg1ciKlu6LzZakf11m.jpg', 'backdrop_path': '/r8kZJbi6UNhilLhM5WhauYELIR8.jpg'}",90000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",https://www.sonypictures.com/movies/badboysforlife,38700,tt1502397,['US'],en,Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",7.663,/y95lQLnuNKdPAzw9F9Ab8kJ80c3.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 84792, 'logo_path': '/7Rfr3Zu6QnHpXW2VdSEzUminAQd.png', 'name': '2.0 Entertainment', 'origin_country': 'US'}, {'id': 10288, 'logo_path': '/Aszf09kIVXR6cwG9lwjZIawbYVS.png', 'name': 'Don Simpson/Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 907, 'logo_path': '/ca5SWI5uvU985f8Kbb4xc8AmVWH.png', 'name': 'Overbrook Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-01-15,426505244,124,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Ride together. Die together.,Bad Boys for Life,False,7.128,8540
False,/jmE8wxLSS90K1K01mCBaS4rQq23.jpg,"{'id': 986072, 'name': 'Becky Collection', 'poster_path': '/EW5dE0U0qjBt5XgeJG1RrslKE0.jpg', 'backdrop_path': '/htkf2MLOc8rtbyH8lZ9t7MUAYg9.jpg'}",5000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",http://quiverdistribution.com/becky,601844,tt10314450,['US'],en,Becky,A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.,7.6564,/9wqKF883Kn9c0SZV4ZmkIkFhBLh.jpg,"[{'id': 75355, 'logo_path': '/avj80RsunqwDbOS6oLp4plRE5UQ.png', 'name': 'Yale Productions', 'origin_country': 'US'}, {'id': 18609, 'logo_path': '/pxtYCfl1DWzvizqZcYwE4NefOOF.png', 'name': 'BoulderLight Pictures', 'origin_country': 'US'}, {'id': 75357, 'logo_path': '/zXT1JFP82YL245wlLpauAJDZA25.png', 'name': 'BondIt', 'origin_country': 'US'}, {'id': 130900, 'logo_path': None, 'name': 'Buffalo 8 Productions', 'origin_country': 'US'}, {'id': 65649, 'logo_path': '/tXTuZTEcYYB1hIyAAwDyhZE0f7c.png', 'name': 'SSS Entertainment', 'origin_country': 'US'}, {'id': 130899, 'logo_path': '/bJNituvsaH1VbBlKdnbfU4CRY8G.png', 'name': 'SSS Film Capital', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-07-23,1045873,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,There once was a little girl...,Becky,False,6.3,647
False,/3zTbERSBLh7waK9811RTKGAcG86.jpg,,12000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",https://gkids.com/films/wolfwalkers,441130,tt5198068,"['IE', 'LU', 'US']",en,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",7.4816,/vqGiNbdc2sDwsnivMMYzwAoSSu6.jpg,"[{'id': 23948, 'logo_path': '/uneZYGxTZcwAzmPTTaefmDNWPzN.png', 'name': 'Cartoon Saloon', 'origin_country': 'IE'}, {'id': 13351, 'logo_path': '/3cHYz3iUqBAnQfPh8LQnEaWSh1w.png', 'name': 'Melusine Productions', 'origin_country': 'LU'}, {'id': 726, 'logo_path': '/hHaQQgxqg2NohqZSxbMTB9E483m.png', 'name': 'Haut et Court', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 1923, 'logo_path': '/ilgktofJY7OsURHfccJrug4GKdQ.png', 'name': 'RTÉ', 'origin_country': 'IE'}, {'id': 11620, 'logo_path': '/f3hRdCaK1w9qH1Qs8nLd2L2bae1.png', 'name': 'OCS', 'origin_country': 'FR'}, {'id': 89705, 'logo_path': '/9lUhHbMr32wzkDgaOMNrzIu66YC.png', 'name': 'Folivari', 'origin_country': 'FR'}, {'id': 32853, 'logo_path': '/y1CUzdA8WOdKzikxTYL4xqCDlqF.png', 'name': 'GKIDS', 'origin_country': 'US'}, {'id': 277086, 'logo_path': None, 'name': 'Value & Power Culture Communications', 'origin_country': 'CN'}, {'id': 1898, 'logo_path': '/8ix6SGlJiyuUDxLBtY8E0PY2G7w.png', 'name': 'Fís Éireann/Screen Ireland', 'origin_country': 'IE'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CN', 'name': 'China'}]",2020-10-26,1310720,102,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Irish', 'iso_639_1': 'ga', 'name': 'Gaeilge'}]",Released,Be fierce. Be wild. Be free.,Wolfwalkers,False,8.2,1305
False,/XSTGtPVegdHD1xy5GPuK0tURTQ.jpg,"{'id': 468552, 'name': 'Wonder Woman Collection', 'poster_path': '/8AQRfTuTHeFTddZN4IUAqprN8Od.jpg', 'backdrop_path': '/n9KlvCOBFDmSyw3BgNrkUkxMFva.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",https://www.warnerbros.com/movies/wonder-woman-1984,464052,tt7126948,['US'],en,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,7.1041,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,"[{'id': 174, 'logo_path': '/ingPVoHnINIrFR7WHmYux1f5pES.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 114152, 'logo_path': '/xYfrnGFXxrEy5x5OVThunxHYScK.png', 'name': 'The Stone Quarry', 'origin_country': 'US'}, {'id': 128064, 'logo_path': '/13F3Jf7EFAcREU0xzZqJnVnyGXu.png', 'name': 'DC Films', 'origin_country': 'US'}, {'id': 507, 'logo_path': '/aRmHe6GWxYMRCQljF75rn2B9Gv8.png', 'name': 'Atlas Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-12-16,169601036,151,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A new era of wonder begins.,Wonder Woman 1984,False,6.391,8813
False,/6hgItrYQEG33y0I7yP2SRl2ei4w.jpg,"{'id': 702624, 'name': 'After Collection', 'poster_path': '/oIcmMYCVrVUftMiO9tsniNnSNBc.jpg', 'backdrop_path': '/zZTy8G3sEVZNv0yGssgc7DvPUQJ.jpg'}",14000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,613504,tt10362466,['US'],en,After We Collided,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,7.063,/kiX7UYfOpYrMFSAGbI6j1pFkLzQ.jpg,"[{'id': 6626, 'logo_path': '/y1PsXJOr4fSUk948lftHFUw67hs.png', 'name': 'Voltage Pictures', 'origin_country': 'US'}, {'id': 2378, 'logo_path': '/5xDJwLbyyt8IXuRAsR7kVibLDYF.png', 'name': 'Offspring Entertainment', 'origin_country': 'US'}, {'id': 140519, 'logo_path': None, 'name': 'Frayed Pages Media', 'origin_country': 'US'}, {'id': 107108, 'logo_path': '/5mxc7uNtFOZm2ly0BxixxGPvPlb.png', 'name': 'Wattpad', 'origin_country': 'CA'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-09-02,47990414,105,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Can love overcome the past?,After We Collided,False,7.163,5413
False,/ivEOcnP78Xbp8jwd7O5jazfeKwK.jpg,,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",https://www.paramountmovies.com/movies/the-rhythm-section,466622,tt7134096,"['IE', 'ES', 'US', 'GB']",en,The Rhythm Section,"When she discovers the plane crash that claimed the lives of her family was no accident, Stephanie Patrick enters the dark, complex world of international espionage seeking vengeance. With nothing left to lose, Stephanie transforms from victim to assassin and discovers that neither revenge nor the truth are what they appear.",6.9969,/spTr0VYyRtl36Lkk6nCnnbFXhus.jpg,"[{'id': 7576, 'logo_path': '/oYcUi1byZ312Z3xiz5ojz9RQLND.png', 'name': 'EON Productions', 'origin_country': 'GB'}, {'id': 104972, 'logo_path': '/y1MOtyfXpKTZVJsSF2djhNqP1rd.png', 'name': 'Global Road Entertainment', 'origin_country': 'US'}, {'id': 20656, 'logo_path': None, 'name': 'Babieka Films', 'origin_country': 'ES'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 131913, 'logo_path': None, 'name': 'Whitebeard Films', 'origin_country': 'GB'}, {'id': 110799, 'logo_path': '/eHjtiQJjrGQTooEsBmPSYoUnNB.png', 'name': 'AGC Studios', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-01-31,5989583,109,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Witness the birth of an assassin.,The Rhythm Section,False,5.518,635
False,/h3weAFgg06GqchI2xDfufBgSFTj.jpg,,6000000,"[{'id': 18, 'name': 'Drama'}]",https://www.sonyclassics.com/film/thefather,600354,tt10272386,['GB'],en,The Father,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",6.9403,/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg,"[{'id': 180147, 'logo_path': '/eg9mZcUBMebsCfCZfi4ZXFaNXFg.png', 'name': 'Les Films du Cru', 'origin_country': 'FR'}, {'id': 6705, 'logo_path': '/iNB1FCwT4XjO6wkN3PnpPnwr9GX.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 11778, 'logo_path': '/rIiLv4yt20WOQAk1HD1EvLOfDgh.png', 'name': 'F Comme Film', 'origin_country': 'FR'}, {'id': 22153, 'logo_path': None, 'name': 'Trademark Films', 'origin_country': 'GB'}, {'id': 2564, 'logo_path': None, 'name': 'Ciné-@', 'origin_country': 'FR'}, {'id': 86902, 'logo_path': '/uTXXIOJMikSZteOB6V284SDQer4.png', 'name': 'Embankment Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2020-12-23,21029340,97,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Nothing is as it seems,The Father,False,8.102,3452
False,/tyQo080tijexyUHBvWPwQt26bZa.jpg,"{'id': 531241, 'name': 'Spider-Man (MCU) Collection', 'poster_path': '/yeba3Y820OjApZO9aJevDsNeMEd.jpg', 'backdrop_path': '/AvnqpRwlEaYNVL6wzC4RN94EdSd.jpg'}",200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.sonypictures.com/movies/spidermannowayhome,634649,tt10872600,['US'],en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",16.6452,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,"[{'id': 420, 'logo_path': '/hUzeosd33nzE5MCNsZxCGEKTXaQ.png', 'name': 'Marvel Studios', 'origin_country': 'US'}, {'id': 84041, 'logo_path': '/nw4kyc29QRpNtFbdsBHkRSFavvt.png', 'name': 'Pascal Pictures', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-12-15,1921847111,148,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Tagalog', 'iso_639_1': 'tl', 'name': ''}]",Released,Enter the Multiverse.,Spider-Man: No Way Home,False,7.9,21265
False,/wYMbnrdRCREjNLwFlG5SLWzBjui.jpg,"{'id': 726871, 'name': 'Dune Collection', 'poster_path': '/lxIGYkpvYjLtYtZH684AQft0FhD.jpg', 'backdrop_path': '/fahk0Fu7VUUfK6IkTt1R3waOD9F.jpg'}",165000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",https://www.dunemovie.com/,438631,tt1160419,['US'],en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",16.246,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,"[{'id': 923, 'logo_path': '/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png', 'name': 'Legendary Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-09-15,407573628,155,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It begins.,Dune,False,7.777,14100
False,/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg,"{'id': 1451277, 'name': 'Encanto Collection', 'poster_path': '/w9SZ4xKboXI6j9gzEc4F4Vr0tkW.jpg', 'backdrop_path': '/dVgf1gWIbkxlowb1wXtfEbtbWk4.jpg'}",150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",https://movies.disney.com/encanto,568124,tt2953050,['US'],en,Encanto,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",15.0872,/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,"[{'id': 6125, 'logo_path': '/tzsMJBJZINu7GHzrpYzpReWhh66.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-10-13,261292688,102,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,There's a little magic in all of us...almost all of us.,Encanto,False,7.58,9924
False,/v85FlkbMYKa5du1glm0YfYNsL2n.jpg,,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",https://tv.apple.com/movie/umc.cmc.3eh9r5iz32ggdm4ccvw5igiir,776503,tt10366460,['US'],en,CODA,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",14.0,/BzVjmm8l23rPsijLiNLUzuQtyd.jpg,"[{'id': 7460, 'logo_path': '/yAAbQ6vIYIL84geYYIAraxQGL10.png', 'name': 'Vendôme Pictures', 'origin_country': 'US'}, {'id': 7981, 'logo_path': '/6Yv1gIAuGkHS5Vis4UjnqHhCPWV.png', 'name': 'Pathé', 'origin_country': 'FR'}, {'id': 159430, 'logo_path': '/uyWLvnD838IcdrQ5jwOenC9QXLZ.png', 'name': 'Picture Perfect Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-08-13,1905058,112,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Every family has its own language.,CODA,False,7.903,2426
False,/g6wufgtycJCP508tlC3crSYFCgC.jpg,,33000000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",https://www.crymachofilm.com,749274,tt1924245,['US'],en,Cry Macho,A one-time rodeo star and washed-up horse breeder takes a job from an ex-boss to bring the man's young son home from Mexico.,13.3231,/esrzqq7Ud8yoslFTu3J5HqTJVOQ.jpg,"[{'id': 171, 'logo_path': '/bqLWwuNCHcY3IjB5e4o29h7l80D.png', 'name': 'Malpaso Productions', 'origin_country': 'US'}, {'id': 16311, 'logo_path': None, 'name': 'ASR Productions', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ingPVoHnINIrFR7WHmYux1f5pES.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-09-16,16510734,104,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,A story of being lost... and found.,Cry Macho,False,5.957,1078
